course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1400,4,3,-1,172,29,-1,78,-1,-1,44,1,0,1,6,51,513.0,5,10,8,11,2454,29,3,2,10,6,10,0,0,0,0,16,6.3,12.5,877,893,910,2732,205,216,7,7,444,39,40,8,9,8890,770,823,8,9,290,21,29,7,10
1400,4,3,5,57,35,-1,-1,-1,-1,116,10,0,2,3,57,477.0,2,10,8,11,1277,6,4,2,66,33,6,4,2,66,33,2,50.0,100.0,869,873,877,6538,1325,991,20,15,495,110,74,22,14,5374,722,583,13,10,284,40,21,14,7
1400,4,3,-4.0,-41,98,-1,85,-1,-1,55,2,0,1,3,52.5,450.0,-4,10,8,11,1299,6,3,1,50,16,6,3,1,50,16,-1,-1,-1,-1,-1,-1,2497,289,290,11,11,236,38,40,16,16,3454,301,310,8,8,168,33,21,19,12
1400,4,3,1,142,42,-1,-1,-1,10,119,3,0,2,4,52,492.0,6,10,8,11,1731,11,2,2,18,18,6,0,2,0,33,2,0.0,50.0,885,887,889,1637,100,131,6,8,242,17,13,7,5,3361,346,327,10,9,212,22,19,10,8
1400,4,3,-1.5,-72,28,-1,-1,-1,33,118,9,0,0,5,53,502.0,-2,10,8,11,2026,31,3,4,9,12,9,0,1,0,11,9,0.0,22.2,875,883,893,3080,209,240,6,7,103,3,2,2,1,8890,770,823,8,9,290,21,29,7,10
1400,4,3,-0.5,0,35,-1,-1,-1,99,-1,5,0,0,5,52,485.0,0,10,8,11,2097,23,3,3,13,13,9,0,0,0,0,9,11.1,11.1,863,893,908,2565,355,276,13,10,253,21,32,8,12,669,44,57,6,8,156,9,22,5,14
1400,4,3,0.5,-29,35,-1,-1,-1,78,64,6,0,0,5,51.5,472.0,-1,10,8,11,2017,28,3,2,10,7,9,0,1,0,11,7,14.3,14.3,871,894,924,420,42,39,10,9,313,34,35,10,11,3220,239,274,7,8,307,24,28,7,9
1400,4,3,-2.5,241,29,-1,-1,-1,65,23,7,0,2,3,52.5,507.0,7,10,8,11,1333,6,3,1,50,16,6,3,1,50,16,-1,-1,-1,-1,-1,-1,4606,709,609,15,13,430,53,40,12,9,73,13,12,17,16,73,13,12,17,16
1400,4,3,0.5,-143,49,-1,-1,-1,101,78,8,0,1,4,56,491.0,-7,10,8,11,1714,13,3,5,23,38,7,2,3,28,42,4,25.0,50.0,877,886,894,462,68,43,14,9,340,53,33,15,9,7414,599,657,8,8,198,18,19,9,9
1400,4,3,-2.5,404,42,-1,-1,-1,29,168,4,0,0,3,51,487.0,17,10,8,11,1324,11,4,3,36,27,7,1,2,14,28,3,33.3,33.3,868,884,902,877,103,79,11,9,426,47,44,11,10,3220,239,274,7,8,307,24,28,7,9
