course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,4,6,1,214,28,0,0,0,0,108,108,650,650,790,859,920,1164,876,631,637,643,1,0,2,2,55,480,6,12,1,12,980,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,4,636,642,648,2014,171,185,8,9,171,21,12,12,7,6196,744,697,12,11,355,30,33,8,9
1000,4,6,0,0,100,0,0,0,0,100,100,671,671,816,887,951,1202,905,631,637,643,10,0,0,2,53,448,13,12,1,12,1002,0,0,0,6.59430498439,8.70320220156,0,0,0,6.11625840117,8.49478984522,0,0,0,636,642,648,1313,98,83,7,6,95,2,6,2,6,3927,339,360,8,9,275,17,20,6,7
1000,4,6,1,-55,55,0,0,0,205,0,205,656,638,787,856,917,1159,873,638,638,638,11,0,1,2,55,484,-3,12,1,12,1038,3,0,0,0.0,0.0,3,0,0,0.0,0.0,0,1,4,636,642,648,754,115,101,15,13,460,73,77,15,16,2279,216,210,9,9,199,16,19,8,9
1000,4,6,1,294,34,0,0,0,19,112,131,659,659,800,871,933,1180,888,631,637,643,12,0,0,2,53,439,10,12,1,12,1020,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,4,636,642,648,1656,100,132,6,7,244,16,14,6,5,5279,391,430,7,8,176,12,10,6,5
1000,4,6,1,-84,84,187,0,0,0,0,187,666,653,799,869,931,1177,886,640,653,666,2,0,0,2,53,449,-7,12,1,12,1010,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,2754,207,218,7,7,431,38,42,8,9,6722,536,581,7,8,142,11,9,7,6
1000,4,6,0,0,100,0,0,0,0,94,94,638,638,775,843,903,1142,860,631,637,643,9,0,2,2,55,439,-8,12,1,12,998,0,0,0,6.59430498439,8.70320220156,0,0,0,6.11625840117,8.49478984522,0,0,0,636,642,648,5647,699,657,12,11,236,38,32,16,13,1300,171,134,13,10,259,41,34,15,13
1000,4,6,1,159,119,0,0,0,165,14,179,654,636,778,847,907,1147,864,633,636,638,4,0,1,2,55,510,19,12,1,12,984,4,0,0,0.0,0.0,4,0,0,0.0,0.0,0,1,4,636,642,648,6564,1331,995,20,15,480,111,71,23,14,10557,809,932,7,8,337,23,25,6,7
1000,4,6,1,-334,27,0,0,0,173,35,208,639,639,776,844,904,1143,861,631,637,643,5,0,0,2,53,456,-9,12,1,12,980,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,4,636,642,648,2544,188,223,7,8,150,17,20,11,13,7324,694,750,9,10,270,41,29,15,10
1000,4,6,1,-572,14,0,0,0,141,0,141,648,652,790,860,921,1165,877,652,652,652,6,0,2,2,55,511,-8,12,1,12,968,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,2601,361,281,13,10,289,27,37,9,12,3260,304,342,9,10,315,38,28,12,8
1000,4,6,1,-429,14,0,0,0,21,60,81,660,663,804,883,939,1187,894,631,637,643,7,0,1,2,55,523,-6,12,1,12,1019,3,0,0,0.0,0.0,3,0,0,0.0,0.0,0,1,4,636,642,648,1260,89,73,7,5,189,13,12,6,6,1120,92,95,8,8,340,21,28,6,8
1000,4,6,1,-393,28,15,0,0,113,0,128,638,638,775,843,903,1142,860,631,637,643,8,0,0,2,53,450,-11,12,1,12,952,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0,636,642,648,918,109,84,11,9,443,51,49,11,11,1740,147,144,8,8,203,22,14,10,6
1000,4,6,0,0,100,0,0,0,0,85,85,705,705,857,932,999,1263,951,631,637,643,3,0,0,2,53,482,2,12,1,12,1014,0,0,0,6.59430498439,8.70320220156,0,0,0,6.11625840117,8.49478984522,0,0,0,636,642,648,2896,221,224,7,7,430,32,41,7,9,2459,223,187,9,7,235,24,10,10,4
