course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1700,3,2,3,142,28,0,28,0,100,0,128,621,621,747,821,882,1112,837,1129,1139,1150,3,번개비호,미,수,3,52,유승완,김양선,강석대,476,4,12,10,12,1359,13,1,4,7,30,10,1,4,10,40,1,3,8,1133,1143,1154,2896.0,221.0,224.0,7.0,7.0,430.0,32.0,41.0,7.0,9.0,8815,896,897,10,10,230,21,26,9,11,1125.82
1700,3,2,2,-51,119,0,0,0,48,73,121,620,620,754,820,878,1111,836,1129,1139,1150,4,빅마운틴,호,수,4,55.5,조인권,서홍수,이종원,504,-6,12,10,12,1524,15,2,5,13,33,7,1,2,14,28,0,0,0,1133,1143,1154,2601.0,361.0,281.0,13.0,10.0,289.0,27.0,37.0,9.0,12.0,1319,102,107,7,8,177,13,7,7,3,1130.67
1700,3,2,2,146,41,0,0,0,144,0,144,623,623,757,823,881,1115,840,1115,1115,1115,2,백산,한,거,4,53.5,김동수,최봉주,이용식,441,6,12,10,12,1723,15,5,4,33,26,7,2,3,28,42,1,3,8,1133,1143,1154,905.0,74.0,84.0,8.0,9.0,367.0,31.0,30.0,8.0,8.0,1740,147,144,8,8,203,22,14,10,6,1129.45
1700,3,2,2,51,294,0,0,0,0,101,101,638,638,775,843,903,1142,860,1129,1139,1150,12,★커맨더코,미,거,4,56.5,장추열,배대선,고영희,556,15,12,10,12,1716,10,4,2,40,20,9,4,2,44,22,0,0,0,1133,1143,1154,2014.0,171.0,185.0,8.0,9.0,171.0,21.0,12.0,12.0,7.0,6196,744,697,12,11,355,30,33,8,9,1123.99
1700,3,2,1,-8,419,0,0,0,75,12,87,638,638,775,843,903,1142,860,1129,1139,1150,11,강톨이,한,거,4,52.5,이혁,김순근,권인택,463,-3,12,10,12,1750,13,4,1,30,7,6,0,1,0,16,1,3,8,1133,1143,1154,1959.0,138.0,142.0,7.0,7.0,532.0,37.0,40.0,6.0,7.0,3907,271,331,6,8,248,19,24,7,9,1130.98
1700,3,2,1,111,27,0,0,0,0,136,136,626,626,760,827,885,1122,844,1122,1122,1122,10,체이싱달러즈,미,수,4,55.5,이현종,지용훈,조용학,491,3,12,10,12,1758,26,3,3,11,11,7,0,0,0,0,1,3,8,1133,1143,1154,483.0,69.0,44.0,14.0,9.0,336.0,49.0,32.0,14.0,9.0,8905,770,823,8,9,285,18,26,6,9,1122.83
1700,3,2,0,-59,34,0,0,0,50,59,109,621,621,741,821,896,1114,838,1114,1114,1114,1,퀸크릭캣,한,암,4,54,김혜선,홍대유,이미경,511,-2,12,10,12,1713,21,6,4,28,19,9,3,0,33,0,1,3,8,1133,1143,1154,2754.0,207.0,218.0,7.0,7.0,431.0,38.0,42.0,8.0,9.0,2459,223,187,9,7,235,24,10,10,4,1129.03
1700,3,2,0,-36,28,0,0,0,76,0,76,624,621,755,821,872,1127,837,1127,1127,1127,9,마이블레이드,한,거,4,52,문세영,브라이언,플래너스,467,-1,12,10,12,1642,19,6,2,31,10,7,1,0,14,0,1,3,8,1133,1143,1154,6564.0,1331.0,995.0,20.0,15.0,480.0,111.0,71.0,23.0,14.0,82,14,13,17,15,82,14,13,17,15,1126.68
1700,3,2,1,285,28,0,0,0,115,0,115,626,626,760,827,880,1132,844,1117,1132,1157,8,가이스타트,한,거,5,53.5,최범현,정호익,김근영,436,8,12,10,12,2048,33,2,7,6,21,11,1,1,9,9,1,3,8,1133,1143,1154,5647.0,699.0,657.0,12.0,11.0,236.0,38.0,32.0,16.0,13.0,3260,304,342,9,10,315,38,28,12,8,1125.66
1700,3,2,0,-112,27,0,0,0,89,12,101,621,621,747,820,880,1114,837,1109,1114,1119,7,승리여제,한,암,4,52,김철호,김순근,김재성b,433,-3,12,10,12,1708,24,5,5,20,20,10,0,1,0,10,1,3,8,1133,1143,1154,1540.0,122.0,114.0,7.0,7.0,210.0,16.0,20.0,7.0,9.0,3907,271,331,6,8,248,19,24,7,9,1128.35
1700,3,2,2,-125,48,0,0,0,155,46,201,618,618,741,817,874,1123,834,1098,1123,1148,6,클린업킹,한,수,3,52,사토시,서인석,민형근,518,-6,12,10,12,1337,11,5,1,45,9,7,3,1,42,14,1,3,8,1133,1143,1154,2565.43522558,294.075133475,276.600182637,8.89529085158,8.45349751884,321.929436373,34.193102805,31.9604938367,8.80499529624,8.41989749063,2160,194,215,8,9,444,38,49,8,11,1121.65
1700,3,2,1,285,28,0,0,0,125,13,138,660,624,747,801,887,1114,841,1109,1114,1119,5,장산카우보이,미,거,3,57.5,페로비치,유재길,박수종,474,8,12,10,12,1382,9,3,1,33,11,8,2,1,25,12,1,3,8,1133,1143,1154,754.0,115.0,101.0,15.0,13.0,460.0,73.0,77.0,15.0,16.0,4599,373,397,8,8,257,16,13,6,5,1124.24
