course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,20,5,0,-48,42,0,0,0,0,100,100,636,645,771,923,922,1167,878,923,923,923,1,노머시,한,수,3,54.5,이기회,허재영,고창범,480,-2,11,5,12,1377,4,0,2,0,50,4,0,2,0,50,1,0,0,926,926,926,3064,115,143,3,4,106,4,8,3,7,825,45,57,5,6,186,11,14,5,7,859.61
1300,20,5,0,0,20,0,12,0,32,95,139,660,636,769,846,905,1144,862,835,846,852,10,세라피스,한,수,3,55.5,방춘식,지용훈,박시용,491,0,11,5,12,1367,11,1,0,9,0,9,1,0,11,0,3,0,0,835,847,855,4261,354,348,8,8,67,2,5,2,7,8907,770,823,8,9,278,16,26,5,9,840.5
1300,20,5,0,114,35,0,0,0,109,12,121,662,637,783,851,913,1154,869,847,851,855,11,블랙포인트,한,암,2,53,문세영,서홍수,포트폴리오,438,4,11,5,12,1009,5,1,0,20,0,5,1,0,20,0,3,33,33,840,848,857,6578,1332,995,20,15,494,112,71,22,14,1322,102,107,7,8,174,12,6,6,3,838.95
1300,20,5,0,-29,35,0,14,0,17,85,116,630,625,765,835,892,1128,849,826,835,849,2,클린업휘슬,한,암,3,53.5,함완식,김동균,씨유네트워크,500,-1,11,5,12,1411,11,1,0,9,0,8,1,0,12,0,6,0,0,826,834,849,5049,634,630,12,12,256,35,38,13,14,1126,92,95,8,8,332,19,27,5,8,834.77
1300,20,5,1,24,41,0,0,0,0,108,108,664,652,788,858,922,1166,878,846,858,881,3,골디어스,한,암,4,53.5,이동국,손영표,정안,474,1,11,5,12,1711,8,1,1,12,12,8,1,1,12,12,5,20,40,846,858,881,3098,210,240,6,7,115,4,2,3,1,2197,199,187,9,8,203,14,12,6,5,846.64
1300,20,5,0,-118,34,111,0,0,38,16,165,656,640,762,838,900,1138,857,836,838,840,9,리얼프로,한,암,3,51.5,부민호,김동철,지대섭,439,-4,11,5,12,1387,9,0,2,0,22,9,0,2,0,22,3,0,33,838,839,841,1320,98,84,7,6,102,2,7,1,6,113,3,10,2,8,113,3,10,2,8,837.26
1300,20,5,1,71,28,0,0,0,0,166,166,666,627,773,837,902,1141,859,833,837,842,5,나트랑,한,수,2,55,지하주,김대근,고양진,460,2,11,5,12,972,6,1,1,16,16,6,1,1,16,16,3,33,33,836,840,847,3189,255,269,7,8,61,1,3,1,4,7330,694,752,9,10,266,41,31,15,11,833.53
1300,20,5,0,-30,34,0,0,0,97,8,105,633,633,769,836,901,1141,854,826,836,845,6,선빅터,한,수,3,53.5,황종우,서범석,이신근,476,-1,11,5,12,1366,13,1,0,7,0,10,1,0,10,0,6,16,16,825,839,855,671,24,30,3,4,91,1,2,1,2,3840,349,353,9,9,181,14,13,7,7,839.18
1300,20,5,0,0,14,0,0,0,104,12,116,639,648,773,854,908,1149,865,854,854,854,7,주극성,한,암,3,53,장추열,배대선,강종우,466,0,11,5,12,1389,7,1,0,14,0,7,1,0,14,0,2,0,0,854,862,870,2022,172,185,8,9,169,20,12,11,7,6205,745,698,12,11,354,31,34,8,9,844.66
1300,20,5,0,-150,20,0,0,0,134,0,134,636,638,773,837,901,1141,858,832,837,841,8,농본승리,한,암,4,52,최원준,최영주,김용래,457,-3,11,5,12,1674,18,1,0,5,0,8,1,0,12,0,4,25,25,831,840,852,1819,75,112,4,6,77,2,1,2,1,4091,304,320,7,7,161,9,15,5,9,841.61
1300,20,5,1,117,111,0,0,0,0,70,70,625,625,757,828,885,1119,843,827,828,829,4,샤인퀸,한,암,3,54.5,안효리,심승태,김용래,451,13,11,5,12,1326,10,1,0,10,0,6,1,0,16,0,3,0,0,826,830,834,1101,62,61,5,5,127,7,9,5,7,1015,88,108,8,10,282,25,24,8,8,829.68
